"ComputerName","Model","OS","OSVersion","OSBuild","Manufacturer","Domain","SerialNumber","UserName","IP","DHCP","DHCPServer","DefaultGateway","DNSServer","CPUName","CPUCount","ComputerMemory","HDDSize","HDDFreeSpace","MBProduct","MBManufacturer","BIOSSMBIOSBIOSVersion","BIOSManufacturer","BIOSVersion","CollectionDate","TypeInfo"
,,,,,,,,,,,,,,,,,,,,,,,,,
